id,sigla,Dipartimento,nome,link_generale,link_direttore,link_descrizione,link_ricerca,link_pubblicazioni,link_servizi,link_competenze,link_collaborazioni,link_formazione,link_biblioteche,link_banchedati,link_focus,link_focus_ITA,links_logo,nome_istituto,url,links_webist,links_mailist,links_pres_ist,indirizzo,web_site,direttore,mail,latitude,longitude
100,IIA ,Scienze del sistema Terra e tecnologie per l'ambiente,Istituto sull'inquinamento atmosferico ,http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=046,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=046,http://www.cnr.it/istituti/Descrizione_eng.html?cds=046,http://www.cnr.it/istituti/Ricerca_eng.html?cds=046,Pubblicazioni_eng.html?cds=046,http://www.cnr.it/istituti/Servizi_eng.html?cds=046,http://www.cnr.it/istituti/Competenze_eng.html?cds=046,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=046,http://www.cnr.it/istituti/Formazione_eng.html?cds=046,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=046,http://www.cnr.it/istituti/Banchedati_eng.html?cds=046,http://www.cnr.it/istituti/Focus_eng.html?cds=046,http://www.cnr.it/istituti/Focus.html?cds=046,http://www.cnr.it/istituti/./logo-1.gif?LO=01000000d9c8b7a6080000000800000018e620008fe6bb53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000,Istituto sull'inquinamento atmosferico,http://www.cnr.it/istituti/DatiGenerali.html?cds=046,http://www.iia.cnr.it,mailto:direzione@iia.cnr.it,http://www.cnr.it/istituti/istituti/?LO=01000000d9c8b7a60800000008000000743f0900e9e8f253000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000&type=application/pdf,"Via Salaria Km 29,300 C.P. 10 - 00015 Monterotondo RM Lazio",http://www.iia.cnr.it,Dr. NICOLA PIRRONE    ,direzione@iia.cnr.it,42.0517785,12.6202874
101,SPIN ,Scienze chimiche e tecnologie dei materiali,"Istituto superconduttori, materiali innovativi e dispositivi ",http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=113,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=113,http://www.cnr.it/istituti/Descrizione_eng.html?cds=113,http://www.cnr.it/istituti/Ricerca_eng.html?cds=113,Pubblicazioni_eng.html?cds=113,http://www.cnr.it/istituti/Servizi_eng.html?cds=113,http://www.cnr.it/istituti/Competenze_eng.html?cds=113,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=113,http://www.cnr.it/istituti/Formazione_eng.html?cds=113,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=113,http://www.cnr.it/istituti/Banchedati_eng.html?cds=113,http://www.cnr.it/istituti/Focus_eng.html?cds=113,http://www.cnr.it/istituti/Focus.html?cds=113,http://www.cnr.it/istituti/./logo_SPIN 150.png?LO=01000000d9c8b7a6080000000800000036e62000ade6bb53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000,"Istituto superconduttori, materiali innovativi e dispositivi",http://www.cnr.it/istituti/DatiGenerali.html?cds=113,http://www.spin.cnr.it,mailto:segreteria@spin.cnr.it,http://www.cnr.it/istituti/istituti/?LO=01000000d9c8b7a608000000080000006c5b2300bb5bbe53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000&type=application/pdf,Corso F. Perrone - 16152 Genova GE Liguria,http://www.spin.cnr.it, CARLO FERDEGHINI    ,segreteria@spin.cnr.it,44.4305618,8.8878129
102,INFM, -, -,http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=110,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=110,http://www.cnr.it/istituti/Descrizione_eng.html?cds=110,http://www.cnr.it/istituti/Ricerca_eng.html?cds=110,Pubblicazioni_eng.html?cds=110,http://www.cnr.it/istituti/Servizi_eng.html?cds=110,http://www.cnr.it/istituti/Competenze_eng.html?cds=110,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=110,http://www.cnr.it/istituti/Formazione_eng.html?cds=110,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=110,http://www.cnr.it/istituti/Banchedati_eng.html?cds=110,http://www.cnr.it/istituti/Focus_eng.html?cds=110,http://www.cnr.it/istituti/Focus.html?cds=110,http://www.cnr.it/istituti/./logoINFM_150x150.jpg?LO=01000000d9c8b7a6080000000800000045e62000bce6bb53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000,NA,http://www.cnr.it/istituti/DatiGenerali.html?cds=110,http://www.infm.it,mailto:sede@infm.it,NA,Corso F. M. Perrone 24 - 16152 Genova GE Liguria,http://www.infm.it,Dr. MARCO CAMPANI    ,sede@infm.it,44.4241211,8.8819186
103,ISMA , -, -,http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=025,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=025,http://www.cnr.it/istituti/Descrizione_eng.html?cds=025,http://www.cnr.it/istituti/Ricerca_eng.html?cds=025,Pubblicazioni_eng.html?cds=025,http://www.cnr.it/istituti/Servizi_eng.html?cds=025,http://www.cnr.it/istituti/Competenze_eng.html?cds=025,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=025,http://www.cnr.it/istituti/Formazione_eng.html?cds=025,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=025,http://www.cnr.it/istituti/Banchedati_eng.html?cds=025,http://www.cnr.it/istituti/Focus_eng.html?cds=025,http://www.cnr.it/istituti/Focus.html?cds=025,NA,NA,http://www.cnr.it/istituti/DatiGenerali.html?cds=025,NA,mailto:direzione@isma.cnr.it,NA,"ora Istituto ISMA - Via Salaria km 29,300 - 00010 Montelibretti RM Lazio",http://istituto-soppresso.it, MARIE CLAUDE TREMOUILLE  ,direzione@isma.cnr.it,42.1355435,12.7379621
104,IBC, -, -,http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=011,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=011,http://www.cnr.it/istituti/Descrizione_eng.html?cds=011,http://www.cnr.it/istituti/Ricerca_eng.html?cds=011,Pubblicazioni_eng.html?cds=011,http://www.cnr.it/istituti/Servizi_eng.html?cds=011,http://www.cnr.it/istituti/Competenze_eng.html?cds=011,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=011,http://www.cnr.it/istituti/Formazione_eng.html?cds=011,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=011,http://www.cnr.it/istituti/Banchedati_eng.html?cds=011,http://www.cnr.it/istituti/Focus_eng.html?cds=011,http://www.cnr.it/istituti/Focus.html?cds=011,NA,NA,http://www.cnr.it/istituti/DatiGenerali.html?cds=011,http://www.cnr.it/istituti,mailto:biocell@ibc.cnr.it,http://www.cnr.it/istituti/istituti/?LO=01000000d9c8b7a60800000008000000475823009658be53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000&type=application/pdf,"Via E. Ramarini, 32 - 00015 Monterotondo Scalo RM Lazio",http://www.cnr.it/istituti,Dr. GIOVINA RUBERTI    ,biocell@ibc.cnr.it,42.0836681,12.5939537
105,IBPN, -, -,http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=013,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=013,http://www.cnr.it/istituti/Descrizione_eng.html?cds=013,http://www.cnr.it/istituti/Ricerca_eng.html?cds=013,Pubblicazioni_eng.html?cds=013,http://www.cnr.it/istituti/Servizi_eng.html?cds=013,http://www.cnr.it/istituti/Competenze_eng.html?cds=013,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=013,http://www.cnr.it/istituti/Formazione_eng.html?cds=013,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=013,http://www.cnr.it/istituti/Banchedati_eng.html?cds=013,http://www.cnr.it/istituti/Focus_eng.html?cds=013,http://www.cnr.it/istituti/Focus.html?cds=013,http://www.cnr.it/istituti/./logo_ibpm.jpg?LO=01000000d9c8b7a6080000000800000042e62000b9e6bb53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000,NA,http://www.cnr.it/istituti/DatiGenerali.html?cds=013,http://www.ibpm.cnr.it,mailto:clara.balsano@cnr.it,NA,Via Palestro 32 - 00185 Roma RM Lazio,http://www.ibpm.cnr.it,Prof.ssa CLARA BALSANO,clara.balsano@cnr.it,41.9058436,12.5032526
106,ICTP, -, -,http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=022,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=022,http://www.cnr.it/istituti/Descrizione_eng.html?cds=022,http://www.cnr.it/istituti/Ricerca_eng.html?cds=022,Pubblicazioni_eng.html?cds=022,http://www.cnr.it/istituti/Servizi_eng.html?cds=022,http://www.cnr.it/istituti/Competenze_eng.html?cds=022,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=022,http://www.cnr.it/istituti/Formazione_eng.html?cds=022,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=022,http://www.cnr.it/istituti/Banchedati_eng.html?cds=022,http://www.cnr.it/istituti/Focus_eng.html?cds=022,http://www.cnr.it/istituti/Focus.html?cds=022,http://www.cnr.it/istituti/./logo_ictp_minisito.gif?LO=01000000d9c8b7a608000000080000002ae62000a1e6bb53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000,NA,http://www.cnr.it/istituti/DatiGenerali.html?cds=022,http://www.ictp.cnr.it,mailto:direttore@ictp.cnr.it,http://www.cnr.it/istituti/istituti/?LO=01000000d9c8b7a60800000008000000155b2300645bbe53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000&type=application/pdf,"Via Campi Flegrei, 34 - c/o Comprensorio ""Adriano Olivetti"" - Edificio 70 - 80078 Pozzuoli NA Campania",http://www.ictp.cnr.it,Prof. COSIMO CARFAGNA    ,direttore@ictp.cnr.it,40.8459469,14.0932861
107,ICIS, -, -,http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=023,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=023,http://www.cnr.it/istituti/Descrizione_eng.html?cds=023,http://www.cnr.it/istituti/Ricerca_eng.html?cds=023,Pubblicazioni_eng.html?cds=023,http://www.cnr.it/istituti/Servizi_eng.html?cds=023,http://www.cnr.it/istituti/Competenze_eng.html?cds=023,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=023,http://www.cnr.it/istituti/Formazione_eng.html?cds=023,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=023,http://www.cnr.it/istituti/Banchedati_eng.html?cds=023,http://www.cnr.it/istituti/Focus_eng.html?cds=023,http://www.cnr.it/istituti/Focus.html?cds=023,NA,NA,http://www.cnr.it/istituti/DatiGenerali.html?cds=023,http://www.icis.cnr.it,mailto:direttore@icis.cnr.it,NA,"Corso Stati Uniti, 4 - 35127 Padova PD Veneto",http://www.icis.cnr.it,Dott. GILBERTO LUCIO ROSSETTO    ,direttore@icis.cnr.it,45.3946793,11.9290133
108,ISIB, -, -,http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=045,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=045,http://www.cnr.it/istituti/Descrizione_eng.html?cds=045,http://www.cnr.it/istituti/Ricerca_eng.html?cds=045,Pubblicazioni_eng.html?cds=045,http://www.cnr.it/istituti/Servizi_eng.html?cds=045,http://www.cnr.it/istituti/Competenze_eng.html?cds=045,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=045,http://www.cnr.it/istituti/Formazione_eng.html?cds=045,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=045,http://www.cnr.it/istituti/Banchedati_eng.html?cds=045,http://www.cnr.it/istituti/Focus_eng.html?cds=045,http://www.cnr.it/istituti/Focus.html?cds=045,NA,NA,http://www.cnr.it/istituti/DatiGenerali.html?cds=045,http://www.isib.cnr.it,mailto:mbox@isib.cnr.it,http://www.cnr.it/istituti/istituti/?LO=01000000d9c8b7a60800000008000000cc5823001b59be53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000&type=application/pdf,"Corso Stati Uniti, 4 - 35127 Padova PD Veneto",http://www.isib.cnr.it,Dott GIOVANNI PACINI ,mbox@isib.cnr.it,45.3946793,11.9290133
109,INMM, -, -,http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=059,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=059,http://www.cnr.it/istituti/Descrizione_eng.html?cds=059,http://www.cnr.it/istituti/Ricerca_eng.html?cds=059,Pubblicazioni_eng.html?cds=059,http://www.cnr.it/istituti/Servizi_eng.html?cds=059,http://www.cnr.it/istituti/Competenze_eng.html?cds=059,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=059,http://www.cnr.it/istituti/Formazione_eng.html?cds=059,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=059,http://www.cnr.it/istituti/Banchedati_eng.html?cds=059,http://www.cnr.it/istituti/Focus_eng.html?cds=059,http://www.cnr.it/istituti/Focus.html?cds=059,NA,NA,http://www.cnr.it/istituti/DatiGenerali.html?cds=059,NA,mailto:segreteria@inmm.cnr.it,http://www.cnr.it/istituti/istituti/?LO=01000000d9c8b7a608000000080000002c5923007b59be53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000&type=application/pdf,"Via del Fosso di Fiorano, 64 , Localita  Prato Smeraldo - 00143 Roma RM Lazio",Sito web dell'Istituto:,Dr. DELIO MERCANTI ,segreteria@inmm.cnr.it,41.8112345,12.4860338
110,IPSP ,Scienze bio-agroalimentari,Istituto per la Protezione Sostenibile delle Piante ,http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=107,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=107,http://www.cnr.it/istituti/Descrizione_eng.html?cds=107,http://www.cnr.it/istituti/Ricerca_eng.html?cds=107,Pubblicazioni_eng.html?cds=107,http://www.cnr.it/istituti/Servizi_eng.html?cds=107,http://www.cnr.it/istituti/Competenze_eng.html?cds=107,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=107,http://www.cnr.it/istituti/Formazione_eng.html?cds=107,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=107,http://www.cnr.it/istituti/Banchedati_eng.html?cds=107,http://www.cnr.it/istituti/Focus_eng.html?cds=107,http://www.cnr.it/istituti/Focus.html?cds=107,NA,NA,http://www.cnr.it/istituti/DatiGenerali.html?cds=107,http://www.ivv.cnr.it,mailto:segreteria@ivv.cnr.it,NA,"Strada delle Cacce, 73 - 10135 Torino TO Piemonte",http://www.ivv.cnr.it,Dr. GIAN PAOLO ACCOTTO,segreteria@ivv.cnr.it,45.01624,7.63829
111,IPSP ,Scienze bio-agroalimentari,Istituto per la Protezione Sostenibile delle Piante ,http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=064,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=064,http://www.cnr.it/istituti/Descrizione_eng.html?cds=064,http://www.cnr.it/istituti/Ricerca_eng.html?cds=064,Pubblicazioni_eng.html?cds=064,http://www.cnr.it/istituti/Servizi_eng.html?cds=064,http://www.cnr.it/istituti/Competenze_eng.html?cds=064,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=064,http://www.cnr.it/istituti/Formazione_eng.html?cds=064,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=064,http://www.cnr.it/istituti/Banchedati_eng.html?cds=064,http://www.cnr.it/istituti/Focus_eng.html?cds=064,http://www.cnr.it/istituti/Focus.html?cds=064,NA,NA,http://www.cnr.it/istituti/DatiGenerali.html?cds=064,http://www.ipp.cnr.it,mailto:centritto@ipp.cnr.it,http://www.cnr.it/istituti/istituti/?LO=01000000d9c8b7a60800000008000000f05823003f59be53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000&type=application/pdf,Via Madonna del Piano 10 - 50019 Sesto Fiorentino FI Toscana,http://www.ipp.cnr.it,Dott MAURO CENTRITTO    ,centritto@ipp.cnr.it,43.8178456,11.2003812
